From,To,Datetime,Duration(seconds),Cell Tower
73,122,20060609 0857,768,21
253,52,20060609 0858,915,16
81,23,20060609 0901,1111,10
170,234,20060609 0904,824,23
238,209,20060609 0906,1120,29
206,7,20060609 0907,641,21
220,186,20060609 0907,1007,24
264,229,20060609 0908,924,27
271,119,20060609 0912,676,13
177,75,20060609 0913,1205,22
167,309,20060609 0914,979,15
309,18,20060609 0914,1139,11
373,61,20060609 0914,1611,29
94,362,20060609 0915,786,6
121,8,20060609 0915,1011,28
323,367,20060609 0915,1428,10
102,15,20060609 0917,1468,13
105,306,20060609 0917,1359,28
385,90,20060609 0917,287,6
320,243,20060609 0918,1132,29
8,285,20060609 0920,1230,29
43,14,20060609 0920,881,15
178,191,20060609 0922,750,11
225,41,20060609 0922,136,30
239,247,20060609 0924,1127,18
338,158,20060609 0924,679,15
255,10,20060609 0925,1377,28
393,202,20060609 0927,1170,11
397,284,20060609 0927,1725,29
158,357,20060609 0928,1152,22
160,6,20060609 0928,672,22
202,323,20060609 0928,1215,28
317,30,20060609 0928,1387,30
246,16,20060609 0929,1433,17
154,353,20060609 0930,675,13
129,21,20060609 0931,962,28
254,6,20060609 0933,970,16
15,211,20060609 0935,910,7
183,4,20060609 0937,1458,1
302,109,20060609 0937,602,11
218,234,20060609 0941,808,30
154,48,20060609 0942,975,13
200,137,20060609 0942,1264,29
126,300,20060609 0943,1053,8
339,17,20060609 0943,1342,30
264,229,20060609 0945,1087,29
399,90,20060609 0946,870,24
264,229,20060609 0947,1117,29
53,88,20060609 0948,819,28
276,309,20060609 0948,1253,29
338,332,20060609 0949,931,15
104,83,20060609 0952,1740,26
194,22,20060609 0952,1255,19
208,360,20060609 0952,1349,17
270,397,20060609 0952,1540,15
338,332,20060609 0952,1113,15
292,309,20060609 0954,1201,13
192,49,20060609 0956,1039,11
64,32,20060609 0957,926,29
309,256,20060609 0957,331,11
290,167,20060609 1001,1213,19
290,92,20060609 1001,792,18
126,300,20060609 1003,698,8
314,306,20060609 1004,1541,17
111,42,20060609 1006,678,29
85,156,20060609 1007,1317,30
248,336,20060609 1009,949,16
34,397,20060609 1011,611,15
137,281,20060609 1011,1160,29
200,137,20060609 1012,1485,29
337,18,20060609 1014,964,28
161,235,20060609 1015,1165,30
194,306,20060609 1015,1205,19
203,165,20060609 1016,757,20
362,94,20060609 1017,779,28
155,17,20060609 1018,584,28
49,184,20060609 1020,1266,28
64,309,20060609 1023,1008,29
265,24,20060609 1023,1265,29
200,137,20060609 1025,1166,28
225,319,20060609 1025,1047,30
366,30,20060609 1025,873,7
231,92,20060609 1026,866,29
176,54,20060609 1027,725,18
177,70,20060609 1027,1093,22
347,205,20060609 1027,784,22
396,31,20060609 1028,1126,18
74,9,20060609 1031,1502,28
360,276,20060609 1033,1139,28
235,158,20060609 1036,560,23
356,61,20060609 1036,1359,15
49,210,20060609 1037,1135,28
331,78,20060609 1038,1366,11
297,15,20060609 1039,1321,22
35,17,20060609 1040,1415,15
305,102,20060609 1040,1269,6
81,23,20060609 1041,1184,10
158,113,20060609 1041,1104,22
227,309,20060609 1043,1066,21
279,198,20060609 1045,1096,20
96,292,20060609 1046,1011,6
360,309,20060609 1046,1532,30
198,66,20060609 1047,912,6
190,222,20060609 1048,1538,29
283,131,20060609 1049,806,11
326,306,20060609 1049,946,18
154,353,20060609 1050,938,13
270,170,20060609 1050,1259,15
99,309,20060609 1053,962,28
390,226,20060609 1054,1130,22
124,9,20060609 1057,801,1
31,396,20060609 1058,1476,30
267,231,20060609 1058,954,30
53,27,20060609 1059,1311,28
134,363,20060609 1100,1505,27
268,207,20060609 1102,962,11
117,268,20060609 1103,1534,11
326,306,20060609 1104,333,18
327,112,20060609 1104,1522,25
123,317,20060609 1105,1160,25
362,309,20060609 1105,1060,28
393,202,20060609 1107,1321,11
228,360,20060609 1108,1580,13
313,162,20060609 1111,1240,28
395,175,20060609 1111,328,11
324,120,20060609 1115,645,22
206,237,20060609 1116,729,21
360,40,20060609 1117,839,28
146,219,20060609 1118,961,1
345,283,20060609 1119,1019,1
102,15,20060609 1120,1604,13
277,9,20060609 1123,1277,28
365,62,20060609 1125,630,21
112,80,20060609 1126,785,18
160,205,20060609 1126,1602,22
346,120,20060609 1126,1424,28
48,0,20060609 1127,876,28
375,172,20060609 1127,1097,22
223,20,20060609 1129,1032,30
116,16,20060609 1132,863,30
159,7,20060609 1132,852,11
204,291,20060609 1133,792,13
74,44,20060609 1134,1305,28
140,0,20060609 1135,881,11
147,306,20060609 1135,882,28
187,66,20060609 1136,1223,30
22,306,20060609 1138,1542,24
216,12,20060609 1138,1252,29
80,112,20060609 1139,1525,11
129,48,20060609 1141,1270,28
68,397,20060609 1144,1063,29
171,95,20060609 1144,1069,27
379,364,20060609 1146,1148,24
277,9,20060609 1148,1241,28
392,27,20060609 1150,1144,29
199,282,20060609 1151,766,14
157,306,20060609 1153,1340,1
366,30,20060609 1153,1191,7
224,34,20060609 1154,1023,25
36,21,20060609 1156,1624,28
16,8,20060609 1158,1124,11
160,223,20060609 1200,1237,22
313,97,20060609 1202,1124,28
134,363,20060609 1204,1089,22
165,203,20060609 1205,1407,29
159,66,20060609 1206,1282,11
319,225,20060609 1206,1231,16
284,260,20060609 1209,1329,22
319,225,20060609 1209,1004,11
394,199,20060609 1209,389,10
114,306,20060609 1210,963,1
230,8,20060609 1211,841,28
319,222,20060609 1211,496,11
28,23,20060609 1212,1450,22
331,134,20060609 1212,792,11
130,168,20060609 1214,896,28
228,92,20060609 1214,1435,13
162,17,20060609 1216,1188,30
178,23,20060609 1217,869,11
319,225,20060609 1219,1703,11
123,19,20060609 1220,1298,25
350,305,20060609 1222,465,24
352,360,20060609 1222,1064,29
305,384,20060609 1223,1341,6
29,24,20060609 1224,1431,25
183,17,20060609 1224,1047,1
62,365,20060609 1225,758,24
216,12,20060609 1225,1525,29
233,53,20060609 1226,1075,11
306,300,20060609 1226,1490,29
128,14,20060609 1227,1210,11
281,309,20060609 1227,1262,28
388,19,20060609 1227,1033,11
68,323,20060609 1229,1337,29
287,244,20060609 1230,1310,29
19,215,20060609 1231,975,1
162,313,20060609 1231,1018,30
323,367,20060609 1231,914,10
125,94,20060609 1233,1440,29
328,360,20060609 1234,654,30
107,309,20060609 1235,1120,28
262,19,20060609 1236,888,14
53,36,20060609 1237,899,11
129,217,20060609 1240,1014,28
393,202,20060609 1241,1437,11
108,13,20060609 1242,1469,28
188,70,20060609 1242,1174,29
43,127,20060609 1243,887,15
290,92,20060609 1243,1005,18
256,134,20060609 1245,925,20
213,287,20060609 1246,1062,25
133,21,20060609 1247,778,13
190,170,20060609 1247,1472,29
388,19,20060609 1247,1127,11
108,13,20060609 1248,871,2
197,368,20060609 1252,475,29
247,261,20060609 1252,886,22
57,61,20060609 1254,1454,11
73,41,20060609 1257,592,21
347,113,20060609 1257,1482,19
135,0,20060609 1258,1031,29
302,334,20060609 1258,705,11
309,185,20060609 1258,1082,21
374,13,20060609 1258,1708,13
168,130,20060609 1259,906,24
38,351,20060609 1300,840,1
116,16,20060609 1301,1059,30
32,397,20060609 1302,1156,29
278,239,20060609 1303,595,23
194,306,20060609 1304,897,19
202,158,20060609 1305,949,22
24,306,20060609 1306,737,30
90,110,20060609 1306,1211,30
187,66,20060609 1307,1073,30
161,235,20060609 1308,912,30
306,117,20060609 1308,1127,28
215,272,20060609 1310,857,29
327,42,20060609 1311,932,25
347,113,20060609 1311,903,22
247,239,20060609 1313,1354,22
225,41,20060609 1315,1085,30
149,138,20060609 1316,1190,21
207,268,20060609 1316,1047,30
302,334,20060609 1317,1566,11
326,306,20060609 1317,960,18
309,227,20060609 1318,895,29
365,62,20060609 1319,1488,21
111,130,20060609 1321,1196,29
382,350,20060609 1321,1060,15
195,8,20060609 1322,1670,11
159,7,20060609 1323,1102,11
97,313,20060609 1325,801,22
228,360,20060609 1325,1352,13
168,226,20060609 1328,713,22
192,320,20060609 1328,1204,11
232,40,20060609 1328,1499,30
151,192,20060609 1329,1267,6
176,148,20060609 1331,1463,18
177,70,20060609 1332,919,22
0,309,20060609 1334,1515,7
325,330,20060609 1337,1049,18
60,55,20060609 1340,831,20
197,309,20060609 1340,685,29
60,55,20060609 1341,900,20
147,306,20060609 1342,1330,28
216,12,20060609 1343,1250,29
43,127,20060609 1344,1413,15
368,196,20060609 1345,1608,11
102,75,20060609 1346,751,13
245,309,20060609 1346,890,22
41,67,20060609 1347,1076,28
49,370,20060609 1347,1100,28
148,11,20060609 1348,1390,28
53,127,20060609 1351,1179,28
276,360,20060609 1355,727,29
293,305,20060609 1355,644,22
125,27,20060609 1356,1849,29
297,172,20060609 1357,626,22
352,32,20060609 1357,828,29
121,8,20060609 1358,961,28
253,7,20060609 1358,1254,16
52,76,20060609 1359,1007,18
127,53,20060609 1359,1108,20
392,27,20060609 1359,1348,29
123,317,20060609 1400,1136,25
194,291,20060609 1400,1263,19
149,144,20060609 1401,936,21
226,168,20060609 1401,943,30
351,44,20060609 1403,1075,28
78,52,20060609 1407,1110,16
58,38,20060609 1408,1127,23
113,158,20060609 1408,311,30
190,222,20060609 1408,1320,29
279,271,20060609 1408,1115,20
38,55,20060609 1413,1207,1
71,76,20060609 1414,861,28
107,309,20060609 1414,1312,28
290,92,20060609 1414,1094,18
196,309,20060609 1415,904,11
249,138,20060609 1415,1132,11
279,271,20060609 1415,963,20
144,54,20060609 1416,1068,16
107,306,20060609 1418,1278,28
7,159,20060609 1419,1433,29
273,0,20060609 1419,1262,29
277,220,20060609 1419,1612,28
199,394,20060609 1421,1416,14
109,257,20060609 1422,1175,11
393,202,20060609 1422,467,11
394,13,20060609 1422,1081,10
96,292,20060609 1424,1116,6
162,81,20060609 1424,903,30
54,176,20060609 1428,1327,29
94,46,20060609 1428,142,6
249,18,20060609 1428,896,28
78,98,20060609 1430,667,16
213,118,20060609 1431,875,25
343,52,20060609 1434,1278,30
51,12,20060609 1435,949,11
360,300,20060609 1435,1358,30
116,16,20060609 1436,825,30
259,148,20060609 1437,945,30
44,74,20060609 1439,1079,21
273,162,20060609 1442,819,29
353,89,20060609 1442,1831,11
74,44,20060609 1443,1325,28
102,15,20060609 1443,1288,13
397,32,20060609 1443,341,20
123,30,20060609 1445,1436,25
204,398,20060609 1445,959,13
336,6,20060609 1446,1028,30
395,175,20060609 1446,376,11
76,71,20060609 1447,1075,29
85,126,20060609 1447,1047,30
311,309,20060609 1447,1011,25
150,67,20060609 1448,693,29
155,17,20060609 1448,1135,11
352,360,20060609 1448,721,29
34,397,20060609 1451,1128,15
268,300,20060609 1454,937,11
280,199,20060609 1455,965,29
183,17,20060609 1459,1023,1
109,0,20060609 1501,1304,11
389,344,20060609 1501,671,11
118,213,20060609 1502,1420,30
157,306,20060609 1504,1294,1
299,52,20060609 1504,686,29
337,41,20060609 1504,344,28
356,61,20060609 1507,1182,15
249,18,20060609 1508,759,28
281,137,20060609 1509,1249,28
90,204,20060609 1511,1161,30
192,217,20060609 1511,471,11
320,369,20060609 1511,1332,28
182,38,20060609 1513,929,29
26,295,20060609 1514,1173,11
253,7,20060609 1514,881,16
259,148,20060609 1516,986,30
206,237,20060609 1518,726,21
109,257,20060609 1519,597,11
326,90,20060609 1520,1516,18
125,94,20060609 1521,1198,29
33,397,20060609 1522,1415,29
74,9,20060609 1522,1005,29
133,70,20060609 1522,1046,13
350,382,20060609 1522,1472,24
397,300,20060609 1523,1286,29
4,304,20060609 1526,634,29
15,297,20060609 1526,1438,7
370,274,20060609 1526,1142,1
389,344,20060609 1528,830,29
29,188,20060609 1529,1351,25
360,276,20060609 1529,775,28
396,31,20060609 1529,1135,18
27,207,20060609 1531,1821,25
76,52,20060609 1531,1030,29
120,140,20060609 1531,918,29
40,173,20060609 1532,873,24
329,152,20060609 1532,1634,11
373,61,20060609 1532,1458,29
8,195,20060609 1533,1254,29
139,75,20060609 1533,1042,24
370,274,20060609 1533,1259,1
170,190,20060609 1534,870,23
358,103,20060609 1535,1986,30
138,21,20060609 1537,1373,28
100,23,20060609 1538,1065,30
363,42,20060609 1541,616,29
230,8,20060609 1542,1248,28
158,65,20060609 1543,808,22
195,245,20060609 1544,1299,11
200,97,20060609 1544,1495,29
105,103,20060609 1545,1164,28
151,20,20060609 1547,1009,6
193,42,20060609 1549,869,22
0,309,20060609 1550,1192,7
197,368,20060609 1550,1042,29
388,19,20060609 1550,744,5
120,173,20060609 1551,659,28
175,308,20060609 1552,1253,30
276,40,20060609 1553,1069,29
308,175,20060609 1553,609,29
66,20,20060609 1554,1679,28
239,278,20060609 1556,948,18
293,37,20060609 1559,932,22
348,306,20060609 1559,1318,20
116,309,20060609 1602,935,30
209,13,20060609 1604,1195,28
59,113,20060609 1605,1585,11
62,20,20060609 1606,957,24
394,13,20060609 1606,1118,10
101,30,20060609 1607,1196,22
389,266,20060609 1607,1153,29
235,161,20060609 1609,1073,23
102,15,20060609 1612,1262,13
117,110,20060609 1612,1324,28
111,42,20060609 1620,1004,29
109,333,20060609 1622,294,11
362,309,20060609 1622,1218,28
127,43,20060609 1623,1256,20
233,42,20060609 1623,1322,29
248,336,20060609 1624,1496,16
264,229,20060609 1624,740,27
166,16,20060609 1625,1290,11
125,94,20060609 1626,727,29
133,70,20060609 1626,1190,13
245,309,20060609 1627,602,22
321,360,20060609 1627,1083,16
169,61,20060609 1628,1130,28
25,160,20060609 1630,630,29
355,14,20060609 1630,1183,28
99,309,20060609 1632,698,28
112,0,20060609 1633,391,18
304,23,20060609 1635,1067,29
369,174,20060609 1635,1272,22
296,217,20060609 1636,1274,11
167,236,20060609 1637,1002,15
85,0,20060609 1638,1537,30
175,395,20060609 1638,954,30
220,186,20060609 1638,310,24
329,152,20060609 1638,1529,11
226,390,20060609 1639,1548,30
270,170,20060609 1640,1057,15
314,306,20060609 1640,802,17
238,7,20060609 1641,1074,29
300,126,20060609 1644,1278,17
96,13,20060609 1647,1444,6
297,15,20060609 1647,505,22
307,84,20060609 1647,799,7
139,360,20060609 1648,2109,24
332,338,20060609 1648,1736,11
383,306,20060609 1648,1559,10
368,197,20060609 1649,1213,11
389,266,20060609 1650,1060,29
233,42,20060609 1651,1450,29
256,134,20060609 1651,1046,20
261,0,20060609 1651,865,11
135,12,20060609 1653,831,28
104,11,20060609 1654,755,26
138,249,20060609 1654,808,29
183,4,20060609 1654,1227,1
59,11,20060609 1655,1226,11
182,13,20060609 1655,1086,29
167,236,20060609 1658,1051,15
374,13,20060609 1658,1119,13
129,217,20060609 1659,795,29
196,309,20060609 1701,893,11
220,186,20060609 1701,1565,24
216,309,20060609 1702,950,29
356,11,20060609 1702,1234,15
80,15,20060609 1705,981,11
88,79,20060609 1705,1026,29
154,353,20060609 1705,707,13
296,227,20060609 1706,676,11
354,25,20060609 1708,1439,30
331,134,20060609 1709,1416,11
347,113,20060609 1710,1465,22
45,289,20060609 1712,1006,27
309,185,20060609 1713,1400,22
117,306,20060609 1714,1015,28
313,162,20060609 1715,1089,28
35,75,20060609 1717,1040,15
224,71,20060609 1717,979,24
124,397,20060609 1718,1071,1
199,280,20060609 1718,688,14
351,44,20060609 1719,899,28
276,309,20060609 1721,1049,29
223,160,20060609 1722,1235,30
204,398,20060609 1725,1250,13
57,397,20060609 1726,1161,28
393,61,20060609 1726,1292,11
163,348,20060609 1727,629,22
76,71,20060609 1728,1399,29
57,397,20060609 1729,1229,11
299,52,20060609 1729,1052,29
118,196,20060609 1730,940,30
230,8,20060609 1730,684,28
266,190,20060609 1730,1129,11
279,198,20060609 1730,1188,20
351,44,20060609 1730,1430,28
283,345,20060609 1732,710,28
167,47,20060609 1735,795,15
68,50,20060609 1737,839,28
80,309,20060609 1738,169,11
170,270,20060609 1738,1364,23
397,168,20060609 1740,1123,29
62,365,20060609 1742,1302,24
66,198,20060609 1742,1283,28
144,298,20060609 1744,1115,16
372,89,20060609 1744,1150,27
253,52,20060609 1748,899,16
299,260,20060609 1749,1180,29
255,87,20060609 1751,1470,28
305,293,20060609 1753,1061,6
298,144,20060609 1755,849,22
187,51,20060609 1756,1589,30
213,287,20060609 1757,1258,25
321,360,20060609 1757,1039,16
342,309,20060609 1757,1086,29
375,172,20060609 1801,1085,11
149,144,20060609 1802,856,21
42,233,20060609 1803,1778,16
262,137,20060609 1803,1109,22
339,26,20060609 1803,646,11
372,89,20060609 1803,1432,22
202,221,20060609 1805,372,22
370,49,20060609 1807,1032,1
166,154,20060609 1809,1116,9
158,342,20060609 1810,882,19
154,61,20060609 1811,879,13
239,247,20060609 1816,1106,4
14,335,20060609 1818,1131,10
202,158,20060609 1818,1376,22
270,397,20060609 1820,1442,27
341,0,20060609 1821,1228,21
75,128,20060609 1822,1063,15
198,279,20060609 1822,1139,19
382,17,20060609 1824,789,15
168,130,20060609 1825,875,25
356,11,20060609 1827,821,24
140,120,20060609 1828,1560,15
127,43,20060609 1829,1130,3
346,309,20060609 1831,878,15
370,274,20060609 1831,1804,1
375,172,20060609 1831,572,15
207,268,20060609 1832,1217,24
294,30,20060609 1833,858,22
111,42,20060609 1834,1499,29
238,209,20060609 1834,985,12
338,332,20060609 1836,460,21
226,168,20060609 1837,976,15
51,23,20060609 1838,1221,16
352,32,20060609 1838,1224,16
142,18,20060609 1839,901,29
252,49,20060609 1840,530,29
304,23,20060609 1841,1510,15
160,223,20060609 1845,1445,22
376,292,20060609 1845,896,22
382,350,20060609 1846,1336,29
88,53,20060609 1847,772,29
125,27,20060609 1847,922,12
372,66,20060609 1847,1134,13
278,239,20060609 1854,1418,17
185,309,20060609 1855,453,13
311,37,20060609 1858,845,8
324,120,20060609 1858,990,22
57,32,20060609 1859,1112,15
126,42,20060609 1859,901,4
360,276,20060609 1859,1523,2
41,280,20060609 1901,1092,13
42,193,20060609 1901,920,13
271,279,20060609 1901,1124,13
297,172,20060609 1902,947,22
288,397,20060609 1905,1712,30
339,26,20060609 1908,879,11
213,287,20060609 1909,1163,8
249,18,20060609 1910,687,11
105,103,20060609 1911,1028,28
28,227,20060609 1912,1214,22
14,309,20060609 1913,1356,10
149,144,20060609 1913,1325,21
221,174,20060609 1915,1321,20
310,61,20060609 1915,1470,15
118,359,20060609 1919,792,6
274,370,20060609 1919,1043,9
320,369,20060609 1927,872,16
99,309,20060609 1929,1479,13
252,54,20060609 1929,931,11
306,105,20060609 1931,1165,12
14,43,20060609 1932,1201,10
73,37,20060609 1933,999,21
99,309,20060609 1934,1142,29
305,293,20060609 1934,1314,19
297,172,20060609 1936,1454,22
21,141,20060609 1941,970,9
268,117,20060609 1942,759,11
64,309,20060609 1946,1020,16
287,213,20060609 1951,1295,11
328,360,20060609 1951,1640,30
274,172,20060609 1955,650,9
200,97,20060609 1958,1211,13
42,233,20060609 2002,625,16
341,112,20060609 2002,1128,21
152,329,20060609 2003,1498,15
224,71,20060609 2003,1209,25
51,23,20060609 2005,874,16
59,11,20060609 2006,1533,15
255,87,20060609 2006,1234,4
370,274,20060609 2006,1055,1
65,158,20060609 2008,1399,9
120,191,20060609 2010,1528,15
389,344,20060609 2010,828,13
44,351,20060609 2011,921,25
362,94,20060609 2012,1272,9
394,199,20060609 2012,1469,11
209,71,20060609 2013,1324,12
350,19,20060609 2013,917,1
346,120,20060609 2014,833,15
198,9,20060609 2015,1084,19
88,53,20060609 2016,937,29
0,4,20060609 2017,1241,21
48,397,20060609 2017,1609,28
51,293,20060609 2018,643,16
188,29,20060609 2018,835,29
20,132,20060609 2019,1257,30
105,103,20060609 2019,595,28
293,305,20060609 2020,1019,22
14,340,20060609 2021,1271,18
145,0,20060609 2022,654,12
193,42,20060609 2022,800,2
40,276,20060609 2023,1247,1
139,360,20060609 2023,991,1
263,9,20060609 2023,1796,30
247,261,20060609 2024,1662,2
35,87,20060609 2025,1525,22
122,73,20060609 2025,463,6
121,21,20060609 2026,1606,9
247,103,20060609 2026,486,25
195,8,20060609 2028,1385,15
294,87,20060609 2028,1565,22
29,11,20060609 2029,1258,8
66,153,20060609 2029,1530,29
376,292,20060609 2029,1342,22
377,92,20060609 2029,902,13
35,225,20060609 2032,1362,22
128,14,20060609 2032,1329,11
118,359,20060609 2033,698,6
167,236,20060609 2033,994,27
254,136,20060609 2033,730,11
119,92,20060609 2039,800,14
163,56,20060609 2039,952,21
294,87,20060609 2039,898,22
58,186,20060609 2040,1251,17
159,7,20060609 2040,633,9
182,38,20060609 2040,1343,13
16,166,20060609 2041,1274,11
25,306,20060609 2042,1104,29
197,309,20060609 2044,1548,29
255,10,20060609 2044,1531,4
271,279,20060609 2044,1175,13
302,334,20060609 2044,1178,15
73,41,20060609 2046,918,21
129,217,20060609 2046,1186,28
32,0,20060609 2047,502,13
382,350,20060609 2048,862,29
61,373,20060609 2051,1053,28
361,315,20060609 2052,1117,11
127,43,20060609 2055,1473,3
134,331,20060609 2055,1013,22
263,9,20060609 2055,1170,30
287,213,20060609 2055,1199,11
263,9,20060609 2056,1036,30
104,11,20060609 2057,689,7
245,309,20060609 2103,1131,22
222,24,20060609 2105,1058,10
208,360,20060609 2108,1442,22
263,185,20060609 2109,1006,30
391,18,20060609 2112,1088,7
39,14,20060609 2113,725,9
79,106,20060609 2116,1261,11
340,0,20060609 2116,1213,10
162,17,20060609 2117,1208,30
292,309,20060609 2117,1190,11
166,154,20060609 2118,774,9
214,140,20060609 2118,1123,29
66,372,20060609 2119,1445,29
283,131,20060609 2119,792,28
168,226,20060609 2122,1438,25
266,30,20060609 2122,1077,11
109,302,20060609 2123,1081,11
65,158,20060609 2125,706,9
397,32,20060609 2128,919,3
172,274,20060609 2129,1260,9
252,54,20060609 2130,1185,29
156,85,20060609 2131,1397,21
7,98,20060609 2132,952,16
399,90,20060609 2133,659,24
193,42,20060609 2134,786,2
96,359,20060609 2135,1072,19
315,56,20060609 2135,1313,28
61,154,20060609 2137,576,5
104,11,20060609 2140,1551,7
157,306,20060609 2142,1092,1
229,24,20060609 2142,805,13
232,40,20060609 2144,986,30
385,90,20060609 2145,1591,19
327,112,20060609 2146,912,13
52,253,20060609 2147,1669,3
113,306,20060609 2149,959,15
203,42,20060609 2149,1062,22
328,360,20060609 2149,778,30
349,23,20060609 2149,1236,1
50,93,20060609 2150,1116,15
50,68,20060609 2152,833,28
228,92,20060609 2152,1602,2
26,306,20060609 2153,1263,11
328,142,20060609 2153,1047,30
392,27,20060609 2153,775,9
88,79,20060609 2155,1206,29
90,110,20060609 2155,1092,30
183,4,20060609 2155,1167,1
165,309,20060609 2156,1189,29
218,15,20060609 2156,1612,30
45,4,20060609 2157,875,27
94,309,20060609 2157,1288,22
119,271,20060609 2157,782,14
209,71,20060609 2157,1120,12
10,306,20060609 2159,1117,30
205,19,20060609 2200,1238,28
311,37,20060609 2201,871,8
382,350,20060609 2203,743,29
366,30,20060609 2205,846,23
140,0,20060609 2206,612,15
230,8,20060609 2206,497,28
279,198,20060609 2206,690,20
320,243,20060609 2206,1188,16
157,61,20060609 2207,956,1
81,162,20060609 2208,1268,10
227,296,20060609 2209,1128,16
250,13,20060609 2210,749,16
133,21,20060609 2214,792,22
261,247,20060609 2214,899,9
4,43,20060609 2215,1457,15
276,40,20060609 2216,1062,29
21,306,20060609 2217,1219,28
115,298,20060609 2217,1089,17
259,119,20060609 2217,948,12
265,24,20060609 2218,1474,9
271,279,20060609 2219,1437,13
173,120,20060609 2220,713,15
90,189,20060609 2222,1493,15
135,0,20060609 2224,1123,28
253,52,20060609 2224,1580,23
282,199,20060609 2224,643,14
396,31,20060609 2224,982,3
175,308,20060609 2226,1323,30
48,154,20060609 2227,1324,28
267,306,20060609 2227,1407,30
283,131,20060609 2227,935,28
35,309,20060609 2229,996,15
358,103,20060609 2229,1076,30
369,320,20060609 2229,1136,25
271,279,20060609 2231,918,13
27,49,20060609 2232,1019,8
111,130,20060609 2235,1284,29
44,7,20060609 2238,622,25
327,112,20060609 2238,1196,13
256,134,20060609 2240,587,14
278,309,20060609 2240,1176,17
303,131,20060609 2240,1386,7
245,309,20060609 2246,993,22
272,251,20060609 2246,830,15
192,208,20060609 2247,811,29
133,178,20060609 2248,1221,22
188,70,20060609 2248,1154,29
292,96,20060609 2249,1651,11
160,6,20060609 2250,1115,22
176,54,20060609 2250,1823,15
338,158,20060609 2250,1305,21
375,333,20060609 2254,711,15
309,300,20060609 2255,977,11
284,260,20060609 2256,702,19
175,158,20060609 2258,887,30
235,158,20060609 2258,889,25
368,196,20060609 2259,525,12
15,398,20060609 2300,734,7
328,142,20060609 2301,1214,30
7,253,20060609 2302,749,16
58,186,20060609 2303,1502,17
108,7,20060609 2303,495,9
198,308,20060609 2304,894,19
398,15,20060609 2304,1593,16
16,166,20060609 2306,1539,11
132,258,20060609 2306,977,22
238,7,20060609 2306,1055,12
350,19,20060609 2306,900,1
260,21,20060609 2309,1356,16
11,306,20060609 2310,678,25
15,181,20060609 2310,851,23
95,171,20060609 2310,1077,11
331,134,20060609 2312,1113,15
333,375,20060609 2312,1125,8
349,7,20060609 2312,900,1
256,134,20060609 2313,1128,14
385,179,20060609 2313,1387,19
172,309,20060609 2314,1123,9
321,138,20060609 2314,809,4
384,305,20060609 2314,1508,9
272,215,20060609 2316,985,15
368,196,20060609 2317,971,11
188,29,20060609 2318,986,29
235,161,20060609 2319,1302,25
322,146,20060609 2325,727,25
377,117,20060609 2331,1373,13
10,306,20060609 2332,1056,15
319,222,20060609 2332,805,11
108,13,20060609 2333,1065,11
362,94,20060609 2333,880,9
368,197,20060609 2334,1455,12
134,309,20060609 2335,1317,23
130,168,20060609 2336,847,15
245,309,20060609 2336,916,22
104,11,20060609 2338,873,7
132,112,20060609 2339,1592,22
63,309,20060609 2341,835,11
146,9,20060609 2341,787,1
198,308,20060609 2341,1001,6
398,204,20060609 2341,1262,16
45,8,20060609 2344,1112,12
398,204,20060609 2344,794,16
85,23,20060609 2346,1158,30
146,13,20060609 2346,1191,1
165,203,20060609 2347,975,29
46,41,20060609 2348,1353,30
188,29,20060609 2349,842,29
184,49,20060609 2351,1035,2
369,174,20060609 2351,1291,22
254,136,20060609 2354,1530,11
94,362,20060609 2355,878,6
107,309,20060609 2356,1331,28
345,205,20060609 2357,1113,1
97,313,20060609 2359,1154,22
238,7,20060610 0000,942,12
140,0,20060610 0003,988,15
45,289,20060610 0005,1077,12
340,14,20060610 0009,876,10
193,42,20060610 0011,1122,2
119,38,20060610 0012,810,14
194,291,20060610 0016,1360,14
377,117,20060610 0020,1149,13
55,60,20060610 0022,630,27
7,253,20060610 0023,539,29
308,175,20060610 0029,1574,29
111,42,20060610 0031,1123,29
334,302,20060610 0032,1000,11
146,13,20060610 0034,1406,1
372,66,20060610 0034,981,13
222,190,20060610 0037,1331,10
136,344,20060610 0041,1288,10
329,152,20060610 0042,1269,15
202,154,20060610 0043,1647,22
356,61,20060610 0049,731,24
261,247,20060610 0056,1219,11
166,154,20060610 0102,915,11
61,356,20060610 0104,1097,28
156,101,20060610 0106,952,21
334,309,20060610 0108,854,11
46,12,20060610 0111,1433,30
369,320,20060610 0112,1151,25
104,83,20060610 0136,1370,26
103,87,20060610 0140,1066,18
11,306,20060610 0144,1039,25
311,37,20060610 0145,824,25
335,14,20060610 0146,1323,1
85,0,20060610 0157,820,7
356,61,20060610 0201,948,24
303,131,20060610 0208,938,26
377,92,20060610 0209,995,28
358,103,20060610 0212,1203,30
176,148,20060610 0222,1092,18
295,329,20060610 0222,543,6
66,187,20060610 0225,957,28
72,35,20060610 0225,389,27
290,92,20060610 0227,1391,10
54,397,20060610 0231,1210,29
147,26,20060610 0237,1199,28
334,309,20060610 0240,1616,11
150,306,20060610 0241,1550,29
383,306,20060610 0246,1110,10
255,10,20060610 0258,927,4
210,309,20060610 0259,1653,11
375,333,20060610 0315,1028,29
13,303,20060610 0317,970,11
276,309,20060610 0317,1326,29
164,55,20060610 0334,786,11
